TurbID,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Prtv,T2m,Sp,RelH,Wspd_w,Wdir_w,Patv
128,2021-01-01 00:10:00,6.96,2.3,-1.29,5.4,199.27,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,850.34
128,2021-01-01 00:20:00,6.32,-1.3,-1.28,5.44,199.27,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,677.2
128,2021-01-01 00:30:00,6.04,-1.7,-1.44,5.23,199.27,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,596.33
128,2021-01-01 00:40:00,5.69,-3.1,-1.57,5.07,199.27,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,529.4
128,2021-01-01 00:50:00,5.62,-5.4,-1.66,4.97,199.27,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,503.25
128,2021-01-01 01:00:00,5.34,-4.8,-1.72,4.78,192.32,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,438.63
128,2021-01-01 01:10:00,5.19,-3.9,-1.83,4.58,188.11,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,379.38
128,2021-01-01 01:20:00,4.49,-2.5,-1.92,4.21,182.61,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,292.5
128,2021-01-01 01:30:00,3.87,-4.1,-2.07,3.79,173.84,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,198.87
128,2021-01-01 01:40:00,3.54,-4.2,-2.24,3.44,172.28,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,167.14
128,2021-01-01 01:50:00,3.7,4.3,-2.39,3.18,172.28,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,162.07
128,2021-01-01 02:00:00,3.71,5.6,-2.49,2.65,172.28,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,163.9
128,2021-01-01 02:10:00,3.19,-5.7,-2.6,3.25,172.28,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,128.31
128,2021-01-01 02:20:00,2.97,-4.4,-2.71,3.47,172.28,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,107.17
128,2021-01-01 02:30:00,2.76,-7.4,-2.83,3.51,172.28,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,94.1
128,2021-01-01 02:40:00,2.49,-1.1,-2.95,3.36,172.28,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,72.63
128,2021-01-01 02:50:00,2.56,3.9,-3.06,3.21,172.28,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,77.02
128,2021-01-01 03:00:00,2.52,5.6,-3.18,2.93,172.28,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,71.54
128,2021-01-01 03:10:00,2.51,2.7,-3.3,2.88,172.28,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,75.59
128,2021-01-01 03:20:00,2.56,-5.6,-3.41,3.1,165.93,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,77.48
128,2021-01-01 03:30:00,2.57,-9.0,-3.52,3.03,159.96,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,78.23
128,2021-01-01 03:40:00,2.42,2.8,-3.65,2.67,159.96,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,71.94
128,2021-01-01 03:50:00,2.54,8.2,-3.79,2.39,159.96,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,75.91
128,2021-01-01 04:00:00,2.86,9.5,-3.9,1.96,159.96,0.01,0.0,-17.563828,86065.54,0.7556668,3.6814973,331.4384766,98.05
