TurbID,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Prtv,T2m,Sp,RelH,Wspd_w,Wdir_w,Patv
10,2021-01-01 00:10:00,4.66,-0.6,-2.2,5.9,169.23,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,283.65
10,2021-01-01 00:20:00,4.61,-2.8,-2.3,5.85,169.23,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,290.67
10,2021-01-01 00:30:00,4.67,-7.5,-2.39,5.79,169.23,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,269.47
10,2021-01-01 00:40:00,4.32,-8.2,-2.52,5.66,169.23,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,229.53
10,2021-01-01 00:50:00,3.5,-3.6,-2.63,5.43,160.84,0.01,0.0,-14.089203,86157.33,0.7187907,3.6479738,312.6967163,163.61
10,2021-01-01 01:00:00,2.23,-7.8,-2.7,5.14,156.34,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,76.35
10,2021-01-01 01:10:00,2.89,-6.6,-2.74,5.07,146.04,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,93.44
10,2021-01-01 01:20:00,2.57,-5.6,-2.82,5.01,137.2,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,81.66
10,2021-01-01 01:30:00,2.43,-3.4,-2.9,4.9,133.48,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,63.51
10,2021-01-01 01:40:00,2.47,-3.9,-3.03,4.68,133.48,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,65.25
10,2021-01-01 01:50:00,1.79,1.0,-3.19,4.62,133.48,0.01,0.0,-15.8974,86135.81,0.7504214,3.297597,317.0020142,36.39
10,2021-01-01 02:00:00,1.8,5.3,-3.35,4.31,133.48,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,26.6
10,2021-01-01 02:10:00,1.76,1.0,-3.5,4.16,133.48,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,28.28
10,2021-01-01 02:20:00,2.77,2.6,-3.6,4.34,133.48,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,91.16
10,2021-01-01 02:30:00,2.79,4.9,-3.52,4.35,133.48,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,92.73
10,2021-01-01 02:40:00,3.01,2.5,-3.53,4.38,141.76,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,109.16
10,2021-01-01 02:50:00,2.62,-1.7,-3.6,4.3,144.71,0.01,0.0,-16.208282,86093.84,0.7461252,3.4382536,321.4927979,85.91
10,2021-01-01 03:00:00,2.58,-4.4,-3.68,4.18,144.71,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,77.63
10,2021-01-01 03:10:00,2.64,-6.8,-3.77,4.13,144.71,0.01,0.0,-16.660309,86082.91,0.7474693,3.6310337,326.7502136,82.57
