timestamp,power_kw
2021-01-01 00:00:00,0.0
2021-01-01 00:10:00,2.094
2021-01-01 00:20:00,4.189
2021-01-01 00:30:00,6.283
2021-01-01 00:40:00,8.377
2021-01-01 00:50:00,10.472
2021-01-01 01:00:00,12.566
2021-01-01 01:10:00,14.66
2021-01-01 01:20:00,16.754
2021-01-01 01:30:00,18.848
2021-01-01 01:40:00,20.942
2021-01-01 01:50:00,23.035
2021-01-01 02:00:00,25.129
2021-01-01 02:10:00,27.222
2021-01-01 02:20:00,29.315
2021-01-01 02:30:00,31.408
2021-01-01 02:40:00,33.501
2021-01-01 02:50:00,35.593
2021-01-01 03:00:00,37.685
2021-01-01 03:10:00,39.777
2021-01-01 03:20:00,41.869
2021-01-01 03:30:00,43.96
2021-01-01 03:40:00,46.051
2021-01-01 03:50:00,48.142
2021-01-01 04:00:00,50.232
2021-01-01 04:10:00,52.323
2021-01-01 04:20:00,54.412
2021-01-01 04:30:00,56.502
2021-01-01 04:40:00,58.591
2021-01-01 04:50:00,60.679
2021-01-01 05:00:00,62.767
2021-01-01 05:10:00,64.855
2021-01-01 05:20:00,66.942
2021-01-01 05:30:00,69.029
2021-01-01 05:40:00,71.115
2021-01-01 05:50:00,73.201
2021-01-01 06:00:00,75.287
2021-01-01 06:10:00,77.371
2021-01-01 06:20:00,79.456
2021-01-01 06:30:00,81.54
2021-01-01 06:40:00,83.623
2021-01-01 06:50:00,85.705
2021-01-01 07:00:00,87.787
2021-01-01 07:10:00,89.869
2021-01-01 07:20:00,91.95
2021-01-01 07:30:00,94.03
2021-01-01 07:40:00,96.109
2021-01-01 07:50:00,98.188
2021-01-01 08:00:00,100.267
2021-01-01 08:10:00,102.344
2021-01-01 08:20:00,104.421
2021-01-01 08:30:00,106.497
2021-01-01 08:40:00,108.572
2021-01-01 08:50:00,110.647
2021-01-01 09:00:00,112.721
2021-01-01 09:10:00,114.794
2021-01-01 09:20:00,116.866
2021-01-01 09:30:00,118.938
2021-01-01 09:40:00,121.009
2021-01-01 09:50:00,123.079
2021-01-01 10:00:00,125.148
2021-01-01 10:10:00,127.216
2021-01-01 10:20:00,129.283
2021-01-01 10:30:00,131.349
2021-01-01 10:40:00,133.415
2021-01-01 10:50:00,135.48
2021-01-01 11:00:00,137.543
2021-01-01 11:10:00,139.606
2021-01-01 11:20:00,141.668
2021-01-01 11:30:00,143.729
2021-01-01 11:40:00,145.788
2021-01-01 11:50:00,147.847
2021-01-01 12:00:00,149.905
2021-01-01 12:10:00,151.962
2021-01-01 12:20:00,154.018
2021-01-01 12:30:00,156.072
2021-01-01 12:40:00,158.126
2021-01-01 12:50:00,160.178
2021-01-01 13:00:00,162.23
2021-01-01 13:10:00,164.28
2021-01-01 13:20:00,166.329
2021-01-01 13:30:00,168.377
2021-01-01 13:40:00,170.424
2021-01-01 13:50:00,172.47
2021-01-01 14:00:00,174.515
2021-01-01 14:10:00,176.558
2021-01-01 14:20:00,178.6
2021-01-01 14:30:00,180.641
2021-01-01 14:40:00,182.681
2021-01-01 14:50:00,184.719
2021-01-01 15:00:00,186.756
2021-01-01 15:10:00,188.792
2021-01-01 15:20:00,190.827
2021-01-01 15:30:00,192.86
2021-01-01 15:40:00,194.892
2021-01-01 15:50:00,196.923
2021-01-01 16:00:00,198.952
2021-01-01 16:10:00,200.98
2021-01-01 16:20:00,203.006
2021-01-01 16:30:00,205.031
2021-01-01 16:40:00,207.055
2021-01-01 16:50:00,209.078
2021-01-01 17:00:00,211.098
2021-01-01 17:10:00,213.118
2021-01-01 17:20:00,215.136
2021-01-01 17:30:00,217.152
2021-01-01 17:40:00,219.167
2021-01-01 17:50:00,221.181
2021-01-01 18:00:00,223.193
2021-01-01 18:10:00,225.203
2021-01-01 18:20:00,227.212
2021-01-01 18:30:00,229.22
2021-01-01 18:40:00,231.225
2021-01-01 18:50:00,233.23
2021-01-01 19:00:00,235.232
2021-01-01 19:10:00,237.233
2021-01-01 19:20:00,239.233
2021-01-01 19:30:00,241.23
2021-01-01 19:40:00,243.226
2021-01-01 19:50:00,245.221
2021-01-01 20:00:00,247.214
2021-01-01 20:10:00,249.205
2021-01-01 20:20:00,251.194
2021-01-01 20:30:00,253.182
2021-01-01 20:40:00,255.167
2021-01-01 20:50:00,257.152
2021-01-01 21:00:00,259.134
2021-01-01 21:10:00,261.115
2021-01-01 21:20:00,263.093
2021-01-01 21:30:00,265.07
2021-01-01 21:40:00,267.045
2021-01-01 21:50:00,269.019
2021-01-01 22:00:00,270.99
2021-01-01 22:10:00,272.96
2021-01-01 22:20:00,274.928
2021-01-01 22:30:00,276.894
2021-01-01 22:40:00,278.858
2021-01-01 22:50:00,280.82
2021-01-01 23:00:00,282.78
2021-01-01 23:10:00,284.738
2021-01-01 23:20:00,286.694
2021-01-01 23:30:00,288.649
2021-01-01 23:40:00,290.601
2021-01-01 23:50:00,292.551
2021-01-02 00:00:00,294.5
2021-01-02 00:10:00,296.446
2021-01-02 00:20:00,298.39
2021-01-02 00:30:00,300.332
2021-01-02 00:40:00,302.273
2021-01-02 00:50:00,304.211
2021-01-02 01:00:00,306.147
2021-01-02 01:10:00,308.081
2021-01-02 01:20:00,310.012
2021-01-02 01:30:00,311.942
2021-01-02 01:40:00,313.87
2021-01-02 01:50:00,315.795
2021-01-02 02:00:00,317.718
2021-01-02 02:10:00,319.639
2021-01-02 02:20:00,321.558
2021-01-02 02:30:00,323.475
2021-01-02 02:40:00,325.389
2021-01-02 02:50:00,327.302
2021-01-02 03:00:00,329.211
2021-01-02 03:10:00,331.119
2021-01-02 03:20:00,333.025
2021-01-02 03:30:00,334.928
2021-01-02 03:40:00,336.829
2021-01-02 03:50:00,338.727
2021-01-02 04:00:00,340.623
2021-01-02 04:10:00,342.517
2021-01-02 04:20:00,344.409
