cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,0,960000,2,536,268,144
1,7,960000,2,536,268,151
2,11,960000,2,536,268,155
3,18,960000,2,536,268,162
4,22,960000,2,536,268,166
5,27,960000,2,536,268,171
6,29,960000,2,536,268,173
7,35,960000,2,536,268,179
8,42,960000,2,536,268,186
9,45,960000,2,536,268,189
10,49,960000,2,536,268,193
11,53,960000,2,536,268,197
12,59,960000,2,536,268,203
13,65,960000,2,536,268,209
14,70,960000,2,536,268,214
15,74,960000,2,536,268,218
16,80,960000,2,536,268,224
17,83,960000,2,536,268,227
18,87,960000,2,536,268,231
19,91,960000,2,536,268,235
