cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,0,1920000,2,536,268,72
1,23,1920000,2,536,268,95
2,39,1920000,2,536,268,111
3,52,1920000,2,536,268,124
4,68,1920000,2,536,268,140
5,89,1920000,2,536,268,161
6,111,1920000,2,536,268,183
7,119,1920000,2,536,268,191
8,137,1920000,2,536,268,209
9,146,1920000,2,536,268,218
10,175,1920000,2,536,268,247
11,186,1920000,2,536,268,258
12,207,1920000,2,536,268,279
13,216,1920000,2,536,268,288
14,234,1920000,2,536,268,306
15,253,1920000,2,536,268,325
16,269,1920000,2,536,268,341
17,287,1920000,2,536,268,359
18,289,1920000,2,536,268,361
19,317,1920000,2,536,268,389
