cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,13,960000,2,536,268,85
1,33,960000,2,536,268,105
2,52,960000,2,536,268,124
3,91,960000,2,536,268,163
4,96,960000,2,536,268,168
5,143,960000,2,536,268,215
6,164,960000,2,536,268,236
7,173,960000,2,536,268,245
8,197,960000,2,536,268,269
9,226,960000,2,536,268,298
10,243,960000,2,536,268,315
11,287,960000,2,536,268,359
12,296,960000,2,536,268,368
13,330,960000,2,536,268,402
14,351,960000,2,536,268,423
15,370,960000,2,536,268,442
16,397,960000,2,536,268,469
17,417,960000,2,536,268,489
18,445,960000,2,536,268,517
19,468,960000,2,536,268,540
