cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,1,960000,2,536,268,49
1,4,960000,2,536,268,52
2,10,960000,2,536,268,58
3,15,960000,2,536,268,63
4,23,960000,2,536,268,71
5,24,960000,2,536,268,72
6,30,960000,2,536,268,78
7,36,960000,2,536,268,84
8,42,960000,2,536,268,90
9,46,960000,2,536,268,94
10,50,960000,2,536,268,98
11,52,960000,2,536,268,100
12,59,960000,2,536,268,107
13,63,960000,2,536,268,111
14,70,960000,2,536,268,118
15,72,960000,2,536,268,120
16,78,960000,2,536,268,126
17,81,960000,2,536,268,129
18,86,960000,2,536,268,134
19,95,960000,2,536,268,143
