cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,6,960000,2,536,268,126
1,12,960000,2,536,268,132
2,19,960000,2,536,268,139
3,28,960000,2,536,268,148
4,33,960000,2,536,268,153
5,46,960000,2,536,268,166
6,48,960000,2,536,268,168
7,63,960000,2,536,268,183
8,70,960000,2,536,268,190
9,75,960000,2,536,268,195
10,87,960000,2,536,268,207
11,90,960000,2,536,268,210
12,99,960000,2,536,268,219
13,108,960000,2,536,268,228
14,112,960000,2,536,268,232
15,127,960000,2,536,268,247
16,129,960000,2,536,268,249
17,140,960000,2,536,268,260
18,145,960000,2,536,268,265
19,152,960000,2,536,268,272
