cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,1,960000,2,536,268,73
1,8,960000,2,536,268,80
2,12,960000,2,536,268,84
3,17,960000,2,536,268,89
4,19,960000,2,536,268,91
5,27,960000,2,536,268,99
6,30,960000,2,536,268,102
7,36,960000,2,536,268,108
8,39,960000,2,536,268,111
9,43,960000,2,536,268,115
10,51,960000,2,536,268,123
11,55,960000,2,536,268,127
12,57,960000,2,536,268,129
13,66,960000,2,536,268,138
14,69,960000,2,536,268,141
15,72,960000,2,536,268,144
16,76,960000,2,536,268,148
17,81,960000,2,536,268,153
18,88,960000,2,536,268,160
19,95,960000,2,536,268,167
