cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,2,1920000,2,536,268,98
1,9,1920000,2,536,268,105
2,20,1920000,2,536,268,116
3,36,1920000,2,536,268,132
4,38,1920000,2,536,268,134
5,48,1920000,2,536,268,144
6,62,1920000,2,536,268,158
7,74,1920000,2,536,268,170
8,84,1920000,2,536,268,180
9,89,1920000,2,536,268,185
10,102,1920000,2,536,268,198
11,114,1920000,2,536,268,210
12,118,1920000,2,536,268,214
13,127,1920000,2,536,268,223
14,138,1920000,2,536,268,234
15,144,1920000,2,536,268,240
16,156,1920000,2,536,268,252
17,171,1920000,2,536,268,267
18,172,1920000,2,536,268,268
19,182,1920000,2,536,268,278
