cloudlet_id,arrival_time,length,pes_required,file_size,output_size,deadline
0,8,1920000,2,536,268,152
1,28,1920000,2,536,268,172
2,35,1920000,2,536,268,179
3,53,1920000,2,536,268,197
4,75,1920000,2,536,268,219
5,88,1920000,2,536,268,232
6,102,1920000,2,536,268,246
7,120,1920000,2,536,268,264
8,130,1920000,2,536,268,274
9,152,1920000,2,536,268,296
10,171,1920000,2,536,268,315
11,190,1920000,2,536,268,334
12,198,1920000,2,536,268,342
13,212,1920000,2,536,268,356
14,226,1920000,2,536,268,370
15,249,1920000,2,536,268,393
16,261,1920000,2,536,268,405
17,283,1920000,2,536,268,427
18,299,1920000,2,536,268,443
19,319,1920000,2,536,268,463
