date,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Prtv,T2m,Sp,RelH,Wspd_w,Wdir_w,OT
2021-01-01 00:10:00,0.25667090216010163,0.5256916996047429,-0.4370096908167974,-0.5435858393604872,0.5940747440535755,0.00011111111111111112,0.5,-0.7260711761600122,0.6390676049619706,0.8792946395543143,0.3264345349618945,0.8688735177930688,0.11131189013371884
2021-01-01 00:20:00,0.21918678526048285,0.06719367588932812,-0.40532225811413636,-0.4556528359345261,0.5940747440535755,0.00011111111111111112,0.5,-0.7260711761600122,0.6390676049619706,0.8792946395543143,0.3264345349618945,0.8688735177930688,0.09354404179124094
2021-01-01 00:30:00,0.21664548919949175,-0.3359683794466404,-0.3960929087832642,-0.43395508184240583,0.5940747440535755,0.00011111111111111112,0.5,-0.7260711761600122,0.6390676049619706,0.8792946395543143,0.3264345349618945,0.8688735177930688,0.07705752866576863
2021-01-01 00:40:00,0.19822109275730623,-0.11462450592885376,-0.38932471927395795,-0.4202512371526457,0.5940747440535755,0.00011111111111111112,0.5,-0.7260711761600122,0.6390676049619706,0.8792946395543143,0.3264345349618945,0.8688735177930688,0.06894897657456386
2021-01-01 00:50:00,0.2039390088945362,-0.3517786561264822,-0.38347946469773886,-0.4080700418728588,0.5919675159725964,0.00011111111111111112,0.5,-0.7260711761600122,0.6390676049619706,0.8792946395543143,0.3264345349618945,0.8688735177930688,0.060314748496895235
2021-01-01 01:00:00,0.18551461245235068,-0.13043478260869557,-0.37763421012151976,-0.3977921583555387,0.5839042413978909,0.00011111111111111112,0.5,-0.7863801324984833,0.6328838213024452,0.9194068345457398,0.29475763141922323,0.8808367306629715,0.0567270098892795
2021-01-01 01:10:00,0.2039390088945362,-0.31225296442687744,-0.37578834025534535,-0.39094023601065864,0.5754657070279424,0.00011111111111111112,0.5,-0.7863801324984833,0.6328838213024452,0.9194068345457398,0.29475763141922323,0.8808367306629715,0.06393534185366495
2021-01-01 01:20:00,0.14167725540025414,-0.32015810276679835,-0.3807106598984772,-0.3871336124857251,0.5732718805326764,0.00011111111111111112,0.5,-0.7863801324984833,0.6328838213024452,0.9194068345457398,0.29475763141922323,0.8808367306629715,0.024384794822091535
2021-01-01 01:30:00,0.1747141041931385,-0.5968379446640316,-0.3973234886940471,-0.38256566425580496,0.5732718805326764,0.00011111111111111112,0.5,-0.7863801324984833,0.6328838213024452,0.9194068345457398,0.29475763141922323,0.8808367306629715,0.022295232775897757
2021-01-01 01:40:00,0.16899618805590852,-0.13833992094861658,-0.4050146131364406,-0.38142367719832504,0.564987298899238,0.00011111111111111112,0.5,-0.7863801324984833,0.6328838213024452,0.9194068345457398,0.29475763141922323,0.8808367306629715,0.025048460755002135
2021-01-01 01:50:00,0.14040660736975857,0.09881422924901195,-0.40286109829257044,-0.36924248191853826,0.5629762912785775,0.00911111111111111,0.5,-0.7863801324984833,0.6328838213024452,0.9194068345457398,0.29475763141922323,0.8808367306629715,0.01017183033807537
2021-01-01 02:00:00,0.09529860228716645,-0.3675889328063241,-0.4216274419320105,-0.3863722877807384,0.5629762912785775,0.9921111111111112,0.5,-0.7967490076622052,0.6208237190631222,0.9139586461679245,0.30747412848991995,0.8933153564407114,0.0
