step,defers,green_w_dc0,green_w_dc1,green_w_dc2,green_w_dc3,green_w_dc4,power_w_dc0,power_w_dc1,power_w_dc2,power_w_dc3,power_w_dc4,greenratio_dc0,greenratio_dc1,greenratio_dc2,greenratio_dc3,greenratio_dc4,waste_wh_dc0,waste_wh_dc1,waste_wh_dc2,waste_wh_dc3,waste_wh_dc4,queue_dc0,queue_dc1,queue_dc2,queue_dc3,queue_dc4,util_dc0,util_dc1,util_dc2,util_dc3,util_dc4,routed_dc0,routed_dc1,routed_dc2,routed_dc3,routed_dc4
16,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
17,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
18,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
19,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
20,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
21,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
22,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
23,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
24,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
25,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
26,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
27,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
28,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
29,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
30,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
31,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
32,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
33,128,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.010416666977107525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
34,128,0.0,0.0,54.37333297729492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.02552037127315998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
35,128,0.0,0.0,35.06666564941406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.035261109471321106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
36,128,0.0,0.0,30.3266658782959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.0436851866543293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
37,128,0.0,0.0,23.68000030517578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.05026296153664589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
38,128,0.0,0.0,30.459999084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.05872407555580139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
39,128,0.0,0.0,37.79999923706055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.06922407448291779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
40,128,0.0,0.0,30.959999084472656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.07782407104969025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
41,128,0.0,0.0,8.126667022705078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
42,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
43,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.0,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
44,128,0.0,21.086666107177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.005857407581061125,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
45,128,0.0,0.1133333370089531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.005888889078050852,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
46,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.005888889078050852,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
47,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.005888889078050852,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
48,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10567222535610199,0.005888889078050852,0.08008147776126862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
49,128,3.8533332347869873,0.0,35.09333419799805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10674259066581726,0.005888889078050852,0.08982963114976883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
50,128,25.64666748046875,0.0,35.95333480834961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.09981666505336761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
51,128,0.0,0.0,37.19333267211914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.11014814674854279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
52,128,0.0,0.0,29.35333251953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.11830185353755951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53,126,0.0,0.0,31.280000686645508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.12699073553085327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0
54,123,0.0,0.0,23.706666946411133,0.0,0.0,55.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.1335759311914444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037499999161809683,0.0,0.0,0.0,0.0,5,0,0,0,0
55,105,0.0,0.0,27.406665802001953,0.0,0.0,185.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.14118888974189758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00937500037252903,0.0,0.0,0.0,0.0,23,0,0,0,0
56,107,0.0,0.0,39.08000183105469,0.0,0.0,313.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.005888889078050852,0.15204444527626038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038750000298023224,0.0,0.0,0.0,0.0,21,0,0,0,0
57,111,0.0,38.00666809082031,49.87333297729492,0.0,0.0,364.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1138666644692421,0.016446296125650406,0.1658981442451477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06562499701976776,0.0,0.0,0.0,0.0,17,0,0,0,0
58,105,5.139999866485596,131.56666564941406,60.66666793823242,0.0,0.0,394.375,0.0,0.0,0.0,0.0,0.003912836778908968,0.0,0.0,0.0,0.0,0.1138666644692421,0.05299259349703789,0.18275000154972076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08124999701976776,0.0,0.0,0.0,0.0,23,0,0,0,0
59,119,26.81333351135254,105.03333282470703,83.80000305175781,0.0,0.0,446.625,0.0,0.0,0.0,0.0,0.01815272495150566,0.0,0.0,0.0,0.0,0.1138666644692421,0.08216851949691772,0.2060277760028839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10875000059604645,0.0,0.0,0.0,0.0,9,0,0,0,0
60,119,0.0,35.526668548583984,91.91999816894531,0.0,0.0,466.8125,0.0,0.0,0.0,0.0,0.014347748830914497,0.0,0.0,0.0,0.0,0.1138666644692421,0.09203703701496124,0.2315611094236374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11937499791383743,0.0,0.0,0.0,0.0,9,0,0,0,0
61,125,0.0,2.2333333492279053,82.16666412353516,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.011856249533593655,0.0,0.0,0.0,0.0,0.1138666644692421,0.0926574096083641,0.25438517332077026,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,3,0,0,0,0
62,126,0.0,0.0,56.41999816894531,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.010102024301886559,0.0,0.0,0.0,0.0,0.1138666644692421,0.0926574096083641,0.27005741000175476,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,2,0,0,0,0
63,123,0.0,0.0,22.65333366394043,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.008799995295703411,0.0,0.0,0.0,0.0,0.1138666644692421,0.0926574096083641,0.2763499915599823,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,5,0,0,0,0
64,123,0.0,0.0,14.193333625793457,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.007795278448611498,0.0,0.0,0.0,0.0,0.1138666644692421,0.0926574096083641,0.2802926003932953,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,5,0,0,0,0
65,126,0.0,0.1133333370089531,2.4066667556762695,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.006996473763138056,0.0,0.0,0.0,0.0,0.1138666644692421,0.09268888831138611,0.2809610962867737,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,2,0,0,0,0
66,126,0.0,24.886667251586914,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.006346164271235466,0.0,0.0,0.0,0.0,0.1138666644692421,0.0996018499135971,0.2809610962867737,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,2,0,0,0,0
67,125,0.0,42.50666809082031,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.005806463770568371,0.0,0.0,0.0,0.0,0.1138666644692421,0.1114092618227005,0.2809610962867737,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,3,0,0,0,0
68,125,0.0,151.6266632080078,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.005351364612579346,0.0,0.0,0.0,0.0,0.1138666644692421,0.15352778136730194,0.2809610962867737,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,3,0,0,0,0
69,127,0.0,149.05999755859375,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.004962420091032982,0.0,0.0,0.0,0.0,0.1138666644692421,0.19493333995342255,0.2809610962867737,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,1,0,0,0,0
70,123,0.0,151.84666442871094,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.004626182839274406,0.0,0.0,0.0,0.0,0.1138666644692421,0.23711296916007996,0.2809610962867737,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,5,0,0,0,0
71,124,0.0,158.19332885742188,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.004332618787884712,0.0,0.0,0.0,0.0,0.1138666644692421,0.2810555696487427,0.2809610962867737,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,4,0,0,0,0
72,126,0.0,144.02000427246094,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.004074088763445616,0.0,0.0,0.0,0.0,0.1138666644692421,0.3210611045360565,0.2809610962867737,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,2,0,0,0,0
73,127,0.0,144.9933319091797,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0038446749094873667,0.0,0.0,0.0,0.0,0.1138666644692421,0.3613370358943939,0.2809610962867737,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,1,0,0,0,0
74,128,0.0,124.12000274658203,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.003639720380306244,0.0,0.0,0.0,0.0,0.1138666644692421,0.39581480622291565,0.2809610962867737,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,0,0,0,0,0
75,127,30.6200008392334,164.72666931152344,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.006766833830624819,0.0,0.0,0.0,0.0,0.1138666644692421,0.4415722191333771,0.2809610962867737,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,1,0,0,0,0
76,125,18.579999923706055,120.76000213623047,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.00835335161536932,0.0,0.0,0.0,0.0,0.1138666644692421,0.47511667013168335,0.2809610962867737,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,3,0,0,0,0
77,124,95.66000366210938,51.46666717529297,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.017363473773002625,0.0,0.0,0.0,0.0,0.1138666644692421,0.48941296339035034,0.2809610962867737,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,4,0,0,0,0
78,120,90.86666870117188,61.880001068115234,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.025131765753030777,0.0,0.0,0.0,0.0,0.1138666644692421,0.506601870059967,0.2809610962867737,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,8,0,0,0,0
79,127,116.8933334350586,106.90666961669922,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.03458685055375099,0.0,0.0,0.0,0.0,0.1138666644692421,0.5362981557846069,0.2809610962867737,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,1,0,0,0,0
80,127,51.04666519165039,166.42666625976562,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.03759538009762764,0.0,0.0,0.0,0.0,0.1138666644692421,0.582527756690979,0.2809610962867737,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,1,0,0,0,0
81,127,35.060001373291016,252.0399932861328,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.039044179022312164,0.0,0.0,0.0,0.0,0.1138666644692421,0.6525388956069946,0.2809610962867737,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,1,0,0,0,0
82,126,29.706666946411133,242.913330078125,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.039957210421562195,0.0,0.0,0.0,0.0,0.1138666644692421,0.7200148105621338,0.2809610962867737,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,2,0,0,0,0
83,128,62.040000915527344,212.5800018310547,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.04329335317015648,0.0,0.0,0.0,0.0,0.1138666644692421,0.7790648341178894,0.2809610962867737,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,0,0,0,0,0
84,128,27.706666946411133,253.55332946777344,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.04384654015302658,0.0,0.0,0.0,0.0,0.1138666644692421,0.8494963049888611,0.2809610962867737,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,0,0,0,0,0
85,128,65.68000030517578,245.7066650390625,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.04708913713693619,0.0,0.0,0.0,0.0,0.1138666644692421,0.9177481532096863,0.2809610962867737,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,0,0,0,0,0
86,128,94.14666748046875,190.82000732421875,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.05209841951727867,0.0,0.0,0.0,0.0,0.1138666644692421,0.9707537293434143,0.2809610962867737,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,0,0,0,0,0
87,126,93.00666809082031,167.60000610351562,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.05671554431319237,0.0,0.0,0.0,0.0,0.1138666644692421,1.017309308052063,0.2809610962867737,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.11999999731779099,0.0,0.0,0.0,0.0,2,0,0,0,0
