cloudlet_id,arrival_time,length,pes_required,file_size,output_size
0,1,166728,1,166,83
1,1,795564,1,795,397
2,2,755430,3,755,377
3,3,684001,1,684,342
4,7,258663,2,258,129
5,7,381780,2,381,190
6,19,481681,5,481,240
7,20,194303,4,194,97
8,20,795904,2,795,397
9,21,576436,1,576,288
10,24,565356,2,565,282
11,24,294025,4,294,147
12,25,554501,3,554,277
13,25,228630,3,228,114
14,26,705019,3,705,352
15,28,615758,1,615,307
16,30,329568,3,329,164
17,30,254830,3,254,127
18,34,187786,2,187,93
19,37,405068,1,405,202
20,38,791321,2,791,395
21,41,765433,5,765,382
22,41,534385,3,534,267
23,44,491688,4,491,245
24,46,378899,3,378,189
25,46,651703,1,651,325
26,50,331452,2,331,165
27,53,721920,1,721,360
28,54,672955,2,672,336
29,56,196527,3,196,98
30,58,478967,4,478,239
31,59,294209,2,294,147
32,60,799114,4,799,399
33,60,158921,3,158,79
34,60,504685,3,504,252
35,61,484131,2,484,242
36,61,359465,2,359,179
37,64,685034,4,685,342
38,67,188462,4,188,94
39,68,278594,3,278,139
40,69,542532,1,542,271
41,69,225250,2,225,112
42,71,119463,1,119,59
43,74,586052,1,586,293
44,75,678822,8,678,339
45,76,630399,2,630,315
46,77,558962,1,558,279
47,78,142397,3,142,71
48,80,455836,2,455,227
49,84,771778,1,771,385
50,85,437101,1,437,218
51,85,628341,2,628,314
52,85,393360,1,393,196
53,87,420382,1,420,210
54,94,260827,2,260,130
55,94,525835,3,525,262
56,94,426306,2,426,213
57,95,377141,2,377,188
58,96,752507,3,752,376
59,97,387702,3,387,193
60,97,315951,4,315,157
61,102,272571,1,272,136
62,103,674275,2,674,337
63,112,423929,1,423,211
64,113,252877,4,252,126
65,115,610051,1,610,305
66,115,279812,3,279,139
67,118,462115,4,462,231
68,119,390656,2,390,195
69,119,307175,2,307,153
70,119,243760,1,243,121
71,121,442443,2,442,221
72,123,705661,2,705,352
73,125,303361,1,303,151
74,126,572203,2,572,286
75,130,300994,1,300,150
76,130,416230,1,416,208
77,131,740430,3,740,370
78,137,567518,4,567,283
79,138,182078,2,182,91
80,142,593927,2,593,296
81,145,137579,4,137,68
82,145,384840,1,384,192
83,146,314262,2,314,157
84,146,444356,3,444,222
85,148,667595,4,667,333
86,149,529566,1,529,264
87,154,521135,4,521,260
88,155,651559,5,651,325
89,160,423579,1,423,211
90,164,106634,4,106,53
91,168,731549,4,731,365
92,172,729510,1,729,364
93,180,664351,1,664,332
94,184,757215,3,757,378
95,186,573040,4,573,286
96,186,413877,1,413,206
97,186,745725,4,745,372
98,187,759290,4,759,379
99,192,603563,2,603,301
100,195,682455,1,682,341
101,197,138982,2,138,69
102,198,435032,1,435,217
103,201,641622,1,641,320
104,204,460033,1,460,230
105,205,297110,1,297,148
106,209,315106,2,315,157
107,210,717020,1,717,358
108,210,253724,1,253,126
109,215,701928,6,701,350
110,220,789706,1,789,394
111,228,178446,2,178,89
112,232,504139,2,504,252
113,234,431678,1,431,215
114,235,699910,1,699,349
115,237,348284,2,348,174
116,237,358562,2,358,179
117,238,569430,3,569,284
118,238,636932,3,636,318
119,239,269052,2,269,134
120,241,227546,1,227,113
121,243,207533,4,207,103
122,247,591415,1,591,295
123,248,272076,1,272,136
124,249,291684,4,291,145
125,249,796921,1,796,398
126,250,313835,3,313,156
127,250,334199,1,334,167
128,254,618578,3,618,309
129,256,357981,3,357,178
130,258,545262,1,545,272
131,261,513241,1,513,256
132,261,205466,3,205,102
133,265,269845,6,269,134
134,266,731361,1,731,365
135,268,554980,5,554,277
136,271,145989,1,145,72
137,272,717477,2,717,358
138,276,500758,2,500,250
139,277,694521,1,694,347
140,279,273355,3,273,136
141,283,166493,2,166,83
142,287,692440,2,692,346
143,287,358750,2,358,179
144,287,558114,2,558,279
145,289,485853,1,485,242
146,289,120282,2,120,60
147,290,696528,4,696,348
148,291,431673,6,431,215
149,292,167582,1,167,83
150,293,739992,1,739,369
151,295,652016,3,652,326
152,297,794979,2,794,397
153,298,743086,1,743,371
154,299,473145,1,473,236
